date,time,lwr,swr,at,ppt,ws,ap,sh
10/8/2015 1:00,9411.04,310.0299988,0,284.2721859,0,1.587961869,76408,0.004558894
10/8/2015 2:00,9411.08,310.0499878,0,284.0084855,0,1.436621079,76408,0.004403926
10/8/2015 3:00,9411.12,310.0599976,0,284.9338937,0,0.872201818,76408,0.004315218
10/8/2015 4:00,9411.17,323.769989,0,286.00835,0,1.061959109,76408,0.004154955
10/8/2015 5:00,9411.21,323.7600098,0,283.625219,0,1.198438779,76408,0.003910135
10/8/2015 6:00,9411.25,323.75,1.003914952,282.7784295,0,1.523462588,76408,0.003979851
10/8/2015 7:00,9411.29,317.1000061,18.78755188,284.8601886,0,1.365550554,76408,0.004112939
10/8/2015 8:00,9411.33,317.0799866,169.6616364,287.1696146,0,2.097991454,76408,0.004220014
10/8/2015 9:00,9411.38,317.0599976,271.7741089,289.4790405,0,2.003264453,76408,0.00425903
10/8/2015 10:00,9411.42,304.3599854,360.5488892,291.0088304,0,2.222743982,76408,0.004307389
10/8/2015 11:00,9411.46,304.3599854,240.365921,292.4976731,0,2.484886046,76408,0.004303664
10/8/2015 12:00,9411.5,304.3500061,236.0634308,293.9144485,0,1.972632349,76408,0.004050425
10/8/2015 13:00,9411.54,311.4700012,89.34843445,293.5616667,0,1.329666667,76408,0.00381259
10/8/2015 14:00,9411.58,311.480011,86.76693726,293.2766667,0,0.908,76408,0.00443175
10/8/2015 15:00,9411.62,311.4899902,83.18152618,292.93,0,0.704833333,76408,0.004005606
10/8/2015 16:00,9411.67,285.730011,32.98577881,291.9583333,0,0.756666667,76408,0.003911071
10/8/2015 17:00,9411.71,285.7600098,1.290747762,289.5866667,0,0.46,76408,0.004186095
10/8/2015 18:00,9411.75,285.7799988,0,289.0583333,0,0.4525,76408,0.004036154
10/8/2015 19:00,9411.79,237.3800049,0,288.6633333,0,0.4655,76408,0.003615532
10/8/2015 20:00,9411.83,237.3800049,0,288.04,0,0.552833333,76408,0.003560926
10/8/2015 21:00,9411.88,237.3899994,0,288.4866667,0,1.416833333,76408,0.00350955
10/8/2015 22:00,9411.92,223.9400024,0,288.73,0,2.359166667,76408,0.00339839
10/8/2015 23:00,9411.96,223.9499969,0,289.1316667,0,2.1575,76408,0.003509709
10/9/2015 0:00,9412,330.519989,0,289.1716667,0,2.254166667,76408,0.003830888
10/9/2015 1:00,9412.04,310.0299988,0,289.56,0,1.263666667,76408,0.004022646
10/9/2015 2:00,9412.08,310.0499878,0,288.8683333,0,0.787,76408,0.004441096
10/9/2015 3:00,9412.12,310.0599976,0,288.075,0,0.689666667,76408,0.004925067
10/9/2015 4:00,9412.17,323.769989,0,287.575,0,0.7795,76408,0.005099224
10/9/2015 5:00,9412.21,323.7600098,0,288.1166667,0,1.191,76408,0.005319866
10/9/2015 6:00,9412.25,323.75,1.003914952,287.8166667,0,0.9755,76408,0.005513461
10/9/2015 7:00,9412.29,317.1000061,18.78755188,289.9233333,0,0.914666667,76408,0.005590848
10/9/2015 8:00,9412.33,317.0799866,169.6616364,290.92,0,1.041666667,76408,0.005615978
10/9/2015 9:00,9412.38,317.0599976,271.7741089,292.735,0,1.155166667,76408,0.005509522
10/9/2015 10:00,9412.42,304.3599854,360.5488892,292.7516667,0,2.152,76408,0.005334683
10/9/2015 11:00,9412.46,304.3599854,240.365921,294.4366667,0,1.514333333,76408,0.005254825
10/9/2015 12:00,9412.5,304.3500061,236.0634308,294.77,0,1.9645,76408,0.00520184
10/9/2015 13:00,9412.54,311.4700012,89.34843445,294.485,0,2.208166667,76408,0.005439127
10/9/2015 14:00,9412.58,311.480011,86.76693726,294.0483333,0,1.919166667,76408,0.005303307
10/9/2015 15:00,9412.62,311.4899902,83.18152618,292.6266667,0,2.553,76408,0.005555196
10/9/2015 16:00,9412.67,285.730011,32.98577881,291.6333333,0,1.846166667,76408,0.005488921
10/9/2015 17:00,9412.71,285.7600098,1.290747762,290.24,0,1.5,76408,0.005380596
10/9/2015 18:00,9412.75,285.7799988,0,289.625,0,3.123166667,76408,0.005306434
10/9/2015 19:00,9412.79,237.3800049,0,290.14,0,2.667833333,76408,0.005265838
10/9/2015 20:00,9412.83,237.3800049,0,289.7716667,0,2.146666667,76408,0.005251153
10/9/2015 21:00,9412.88,237.3899994,0,289.8533333,0,2.4835,76408,0.005190916
10/9/2015 22:00,9412.92,223.9400024,0,289.68,0,2.340333333,76408,0.004964544
10/9/2015 23:00,9412.96,223.9499969,0,289.335,0,2.533333333,76408,0.004899447
10/10/2015 0:00,9413,330.519989,0,289.41,0,2.529333333,76408,0.004747712
10/10/2015 1:00,9413.04,310.0299988,0,288.6733333,0,2.027166667,76408,0.004558894
10/10/2015 2:00,9413.08,310.0499878,0,287.6733333,0,1.633166667,76408,0.004403926
10/10/2015 3:00,9413.12,310.0599976,0,286.3133333,0,2.387333333,76408,0.004315218
10/10/2015 4:00,9413.17,323.769989,0,285.17,0,2.054166667,76408,0.004154955
10/10/2015 5:00,9413.21,323.7600098,0,285.2366667,0,2.510333333,76408,0.003910135
10/10/2015 6:00,9413.25,323.75,1.003914952,285.8716667,0,3.705833333,76408,0.003979851
10/10/2015 7:00,9413.29,317.1000061,18.78755188,286.3783333,0,3.160166667,76408,0.004112939
10/10/2015 8:00,9413.33,317.0799866,169.6616364,287.3633333,0,3.929,76408,0.004220014
10/10/2015 9:00,9413.38,317.0599976,271.7741089,288.1433333,0,3.457333333,76408,0.00425903
10/10/2015 10:00,9413.42,304.3599854,360.5488892,288.8666667,0,3.319833333,76408,0.004307389
10/10/2015 11:00,9413.46,304.3599854,240.365921,289.4316667,0,2.947333333,76408,0.004303664
10/10/2015 12:00,9413.5,304.3500061,236.0634308,289.7166667,0,3.309833333,76408,0.004050425
10/10/2015 13:00,9413.54,311.4700012,89.34843445,290.1566667,0,3.310333333,76408,0.00381259
10/10/2015 14:00,9413.58,311.480011,86.76693726,289.9033333,0,2.6455,76408,0.00443175
10/10/2015 15:00,9413.62,311.4899902,83.18152618,288.9266667,0,2.563,76408,0.004005606
10/10/2015 16:00,9413.67,285.730011,32.98577881,287.7583333,0,2.334666667,76408,0.003911071
10/10/2015 17:00,9413.71,285.7600098,1.290747762,286.0966667,0,2.236833333,76408,0.004186095
10/10/2015 18:00,9413.75,285.7799988,0,285.14,0,1.7145,76408,0.004036154
10/10/2015 19:00,9413.79,237.3800049,0,284.8216667,0,2.244333333,76408,0.003615532
10/10/2015 20:00,9413.83,237.3800049,0,284.3966667,0,2.226666667,76408,0.003560926
10/10/2015 21:00,9413.88,237.3899994,0,284.0666667,0,2.4035,76408,0.00350955
10/10/2015 22:00,9413.92,223.9400024,0,283.8033333,0,2.263666667,76408,0.00339839
10/10/2015 23:00,9413.96,223.9499969,0,283.6733333,0,2.304,76408,0.003509709
10/11/2015 0:00,9414,330.519989,0,283.4566667,0,1.773333333,76408,0.003830888
10/11/2015 1:00,9414.04,310.0299988,0,283.9033333,0,2.8705,76408,0.004022646
10/11/2015 2:00,9414.08,310.0499878,0,285.1116667,0,3.9385,76408,0.004441096
10/11/2015 3:00,9414.12,310.0599976,0,285.5883333,0,3.423666667,76408,0.004925067
10/11/2015 4:00,9414.17,323.769989,0,285.3083333,0,4.1135,76408,0.005099224
10/11/2015 5:00,9414.21,323.7600098,0,285.4433333,0,2.979,76408,0.005319866
10/11/2015 6:00,9414.25,323.75,1.003914952,285.5316667,0,2.412333333,76408,0.005513461
10/11/2015 7:00,9414.29,317.1000061,18.78755188,286.8183333,0,2.8365,76408,0.005590848
10/11/2015 8:00,9414.33,317.0799866,169.6616364,288.0266667,0,2.196166667,76408,0.005615978
10/11/2015 9:00,9414.38,317.0599976,271.7741089,289.4233333,0,2.042333333,76408,0.005509522
10/11/2015 10:00,9414.42,304.3599854,360.5488892,290.3333333,0,1.809833333,76408,0.005334683
10/11/2015 11:00,9414.46,304.3599854,240.365921,290.7866667,0,1.9175,76408,0.005254825
10/11/2015 12:00,9414.5,304.3500061,236.0634308,291.8133333,0,1.394833333,76408,0.00520184
10/11/2015 13:00,9414.54,311.4700012,89.34843445,292.3916667,0,1.6385,76408,0.005439127
10/11/2015 14:00,9414.58,311.480011,86.76693726,292.465,0,1.5675,76408,0.005303307
10/11/2015 15:00,9414.62,311.4899902,83.18152618,292.135,0,1.4395,76408,0.005555196
10/11/2015 16:00,9414.67,285.730011,32.98577881,291.0116667,0,1.3455,76408,0.005488921
10/11/2015 17:00,9414.71,285.7600098,1.290747762,288.6483333,0,1.712833333,76408,0.005380596
10/11/2015 18:00,9414.75,285.7799988,0,288.4633333,0,0.479833333,76408,0.005306434
10/11/2015 19:00,9414.79,237.3800049,0,288.11,0,0.377,76408,0.005265838
10/11/2015 20:00,9414.83,237.3800049,0,288.0166667,0,0.514166667,76408,0.005251153
10/11/2015 21:00,9414.88,237.3899994,0,287.7583333,0,0.691,76408,0.005190916
10/11/2015 22:00,9414.92,223.9400024,0,287.5033333,0,0.561333333,76408,0.004964544
10/11/2015 23:00,9414.96,223.9499969,0,287.2316667,0,0.718,76408,0.004899447
10/12/2015 0:00,9415,330.519989,0,287.54,0,1.496333333,76408,0.004747712
10/12/2015 1:00,9415.04,310.0299988,0,287.7166667,0,2.108666667,76408,0.004558894
10/12/2015 2:00,9415.08,310.0499878,0,287.7716667,0,1.766666667,76408,0.004403926
10/12/2015 3:00,9415.12,310.0599976,0,287.7433333,0,1.384666667,76408,0.004315218
10/12/2015 4:00,9415.17,323.769989,0,287.4016667,0,1.436,76408,0.004154955
10/12/2015 5:00,9415.21,323.7600098,0,286.57,0,1.034666667,76408,0.003910135
10/12/2015 6:00,9415.25,323.75,1.003914952,286.0916667,0,0.833666667,76408,0.003979851
10/12/2015 7:00,9415.29,317.1000061,18.78755188,287.8933333,0,0.4325,76408,0.004112939
10/12/2015 8:00,9415.33,317.0799866,169.6616364,289.7666667,0,0.845666667,76408,0.004220014
10/12/2015 9:00,9415.38,317.0599976,271.7741089,290.8933333,0,1.612166667,76408,0.00425903
10/12/2015 10:00,9415.42,304.3599854,360.5488892,292.0116667,0,1.637166667,76408,0.004307389
10/12/2015 11:00,9415.46,304.3599854,240.365921,293.2533333,0,1.081333333,76408,0.004303664
10/12/2015 12:00,9415.5,304.3500061,236.0634308,293.7533333,0,1.435666667,76408,0.004050425
10/12/2015 13:00,9415.54,311.4700012,89.34843445,294.1433333,0,1.660166667,76408,0.00381259
10/12/2015 14:00,9415.58,311.480011,86.76693726,294.0316667,0,1.561333333,76408,0.00443175
10/12/2015 15:00,9415.62,311.4899902,83.18152618,293.3166667,0,1.721666667,76408,0.004005606
10/12/2015 16:00,9415.67,285.730011,32.98577881,292.15,0,1.431166667,76408,0.003911071
10/12/2015 17:00,9415.71,285.7600098,1.290747762,289.7683333,0,1.695666667,76408,0.004186095
10/12/2015 18:00,9415.75,285.7799988,0,289.6766667,0,1.355666667,76408,0.004036154
10/12/2015 19:00,9415.79,237.3800049,0,289.9283333,0,0.298333333,76408,0.003615532
10/12/2015 20:00,9415.83,237.3800049,0,289.61,0,0.386333333,76408,0.003560926
10/12/2015 21:00,9415.88,237.3899994,0,289.05,0,0.6645,76408,0.00350955
